1,836,106
2,120,41
3,864,46
4,391,72
5,550,23
6,434,6
7,19,14
8,542,85
9,730,35
10,417,85
11,450,83
12,906,31
13,306,11
14,947,45
15,617,47
16,913,105
17,46,15
18,280,91
19,365,56
20,616,101
21,423,77
22,809,64
23,641,77
24,670,86
25,913,69
26,717,9
27,246,35
28,969,53
29,270,86
30,820,20
31,404,17
32,792,104
33,538,49
34,661,34
35,837,46
36,821,85
37,655,88
38,9,74
39,82,97
40,461,16
41,482,92
42,533,53
43,981,25
44,292,55
45,228,88
46,246,59
47,942,11
48,171,92
49,436,57
50,710,12
51,674,82
52,35,104
53,637,89
54,775,106
55,968,26
56,276,7
57,213,11
58,308,63
59,517,37
60,473,29
61,489,72
62,932,50
63,210,107
64,501,19
65,580,40
66,663,40
67,233,68
68,605,36
69,345,55
70,255,89
71,352,31
72,943,100
73,491,61
74,82,19
75,158,56
76,633,26
77,29,102
78,187,82
79,57,16
80,333,105
81,907,18
82,348,105
83,926,20
84,795,29
85,758,51
86,150,22
87,942,100
88,230,101
89,117,79
90,750,81
91,105,26
92,980,53
93,68,93
94,385,92
95,847,91
96,541,31
97,953,86
98,464,97
99,32,108
100,856,81
101,964,88
102,583,20
103,591,16
104,155,31
105,445,56
106,442,90
107,573,35
108,573,45
109,848,110
110,20,88
111,474,104
112,966,107
113,19,46
114,93,67
115,599,22
116,780,38
117,972,69
118,293,75
119,719,63
120,162,33
121,357,13
122,965,83
123,621,28
124,946,7
125,134,82
126,135,110
127,637,9
128,806,47
129,77,46
130,527,26
131,310,30
132,125,89
133,273,16
134,94,45
135,685,23
136,772,67
137,591,35
138,132,67
139,874,18
140,850,86
141,966,20
142,580,64
143,88,49
144,396,41
145,630,96
146,882,95
147,646,74
148,332,56
149,146,108
150,636,49
151,135,40
152,676,74
153,964,105
154,537,67
155,211,11
156,718,61
157,999,75
158,45,69
159,225,64
160,664,66
161,123,12
162,731,22
163,223,61
164,254,37
165,269,33
166,212,60
167,921,12
168,242,95
169,419,102
170,648,55
171,398,14
172,558,105
173,440,72
174,980,105
175,52,100
176,828,19
177,538,104
178,722,85
179,155,49
180,235,101
181,523,49
182,441,58
183,755,70
184,299,108
185,727,105
186,666,80
187,342,17
188,81,74
189,886,24
190,331,9
191,987,108
192,384,31
193,952,61
194,184,23
195,983,59
196,435,50
197,66,85
198,662,58
199,500,37
200,119,7
201,269,26
202,498,34
203,121,106
204,413,41
205,598,91
206,881,44
207,585,9
208,761,86
209,225,79
210,719,30
211,168,70
212,839,9
213,651,90
214,234,91
215,125,94
216,835,78
217,773,23
218,706,22
219,281,80
220,648,80
221,738,23
222,601,19
223,974,59
224,328,37
225,49,39
226,707,15
227,688,64
228,785,35
229,976,60
230,934,15
231,147,92
232,999,110
233,855,23
234,966,14
235,696,37
236,51,95
237,157,20
238,474,84
239,567,93
240,399,82
241,661,91
242,564,77
243,526,100
244,111,27
245,528,107
246,854,44
247,611,84
248,939,62
249,10,30
250,718,23
251,158,48
252,648,63
253,714,74
254,852,88
255,752,61
256,23,88
257,688,84
258,878,24
259,635,17
260,14,47
261,898,86
262,679,15
263,948,25
264,407,27
265,898,63
266,801,106
267,64,42
268,283,90
269,227,94
270,291,99
271,966,88
272,362,72
273,876,82
274,406,70
275,625,80
276,590,84
277,989,38
278,221,11
279,263,60
280,463,53
281,215,58
282,952,16
283,329,49
284,547,77
285,737,77
286,791,44
287,546,49
288,944,9
289,932,36
290,213,49
291,722,91
292,185,102
293,372,29
294,332,5
295,408,31
296,721,89
297,396,78
298,720,20
299,623,25
300,994,23
301,393,41
302,385,61
303,342,15
304,296,61
305,937,74
306,567,26
307,734,103
308,610,64
309,906,103
310,480,69
311,278,52
312,382,37
313,21,23
314,227,36
315,38,68
316,394,108
317,356,78
318,531,60
319,986,5
320,34,105
321,26,20
322,872,68
323,901,29
324,442,110
325,913,85
326,454,39
327,7,41
328,935,38
329,786,40
330,872,102
331,433,71
332,837,39
333,843,64
334,287,64
335,676,46
336,1000,24
337,316,92
338,725,69
339,827,45
340,926,23
341,353,106
342,616,31
343,332,56
344,356,84
345,23,56
346,480,35
347,70,92
348,839,40
349,639,72
350,62,97
351,698,62
352,345,15
353,969,69
354,81,80
355,562,15
356,505,67
357,476,51
358,588,70
359,16,103
360,686,51
361,16,75
362,180,80
363,681,80
364,775,66
365,425,79
366,222,24
